"disease","mmwr_year","mmwr_week","current_week","cummulative","date"
"ACWY Serogroups",2022,34,0,35,"2022-08-21"
"Serogroup B",2022,34,1,19,"2022-08-21"
"Other Serogroup",2022,34,0,8,"2022-08-21"
"All Serogroups (total)",2022,35,3,166,"2022-08-28"
"Unknown Serogroup",2022,35,2,101,"2022-08-28"
"ACWY Serogroups",2022,35,0,36,"2022-08-28"
"Serogroup B",2022,35,0,20,"2022-08-28"
"Other Serogroup",2022,35,1,9,"2022-08-28"
"All Serogroups (total)",2022,36,1,167,"2022-09-04"
"Unknown Serogroup",2022,36,1,101,"2022-09-04"
"ACWY Serogroups",2022,36,0,38,"2022-09-04"
"Serogroup B",2022,36,0,20,"2022-09-04"
"Other Serogroup",2022,36,0,8,"2022-09-04"
"All Serogroups (total)",2022,37,5,173,"2022-09-11"
"Unknown Serogroup",2022,37,4,106,"2022-09-11"
"ACWY Serogroups",2022,37,0,38,"2022-09-11"
"Serogroup B",2022,37,1,21,"2022-09-11"
"Other Serogroup",2022,37,0,8,"2022-09-11"
"All Serogroups (total)",2022,38,5,182,"2022-09-18"
"Unknown Serogroup",2022,38,4,112,"2022-09-18"
"ACWY Serogroups",2022,38,0,39,"2022-09-18"
"Serogroup B",2022,38,0,21,"2022-09-18"
"Other Serogroup",2022,38,1,10,"2022-09-18"
"All Serogroups (total)",2022,39,2,191,"2022-09-25"
"Unknown Serogroup",2022,39,2,116,"2022-09-25"
"ACWY Serogroups",2022,39,0,43,"2022-09-25"
"Serogroup B",2022,39,0,22,"2022-09-25"
"Other Serogroup",2022,39,0,10,"2022-09-25"
"All Serogroups (total)",2022,40,7,198,"2022-10-02"
"Unknown Serogroup",2022,40,7,122,"2022-10-02"
"ACWY Serogroups",2022,40,0,43,"2022-10-02"
"Serogroup B",2022,40,0,23,"2022-10-02"
"Other Serogroup",2022,40,0,10,"2022-10-02"
"All Serogroups (total)",2022,41,2,204,"2022-10-09"
"Unknown Serogroup",2022,41,1,125,"2022-10-09"
"ACWY Serogroups",2022,41,1,46,"2022-10-09"
"Serogroup B",2022,41,0,23,"2022-10-09"
"Other Serogroup",2022,41,0,10,"2022-10-09"
"All Serogroups (total)",2022,42,5,210,"2022-10-16"
"Unknown Serogroup",2022,42,4,126,"2022-10-16"
"ACWY Serogroups",2022,42,0,50,"2022-10-16"
"Serogroup B",2022,42,0,23,"2022-10-16"
"Other Serogroup",2022,42,1,11,"2022-10-16"
"All Serogroups (total)",2022,43,2,215,"2022-10-23"
"Unknown Serogroup",2022,43,2,125,"2022-10-23"
"ACWY Serogroups",2022,43,0,55,"2022-10-23"
"Serogroup B",2022,43,0,24,"2022-10-23"
"Other Serogroup",2022,43,0,11,"2022-10-23"
"All Serogroups (total)",2022,44,5,222,"2022-10-30"
"Unknown Serogroup",2022,44,5,130,"2022-10-30"
"ACWY Serogroups",2022,44,0,56,"2022-10-30"
"Serogroup B",2022,44,0,24,"2022-10-30"
"Other Serogroup",2022,44,0,12,"2022-10-30"
"All Serogroups (total)",2022,45,2,225,"2022-11-06"
"Unknown Serogroup",2022,45,2,137,"2022-11-06"
"ACWY Serogroups",2022,45,0,55,"2022-11-06"
"Serogroup B",2022,45,0,21,"2022-11-06"
"Other Serogroup",2022,45,0,12,"2022-11-06"
"All Serogroups (total)",2022,46,7,233,"2022-11-13"
"Unknown Serogroup",2022,46,6,135,"2022-11-13"
"ACWY Serogroups",2022,46,1,59,"2022-11-13"
"Serogroup B",2022,46,0,26,"2022-11-13"
"Other Serogroup",2022,46,0,13,"2022-11-13"
"All Serogroups (total)",2022,47,4,233,"2022-11-20"
"Unknown Serogroup",2022,47,4,138,"2022-11-20"
"ACWY Serogroups",2022,47,0,57,"2022-11-20"
"Serogroup B",2022,47,0,26,"2022-11-20"
"Other Serogroup",2022,47,0,12,"2022-11-20"
"All Serogroups (total)",2022,48,3,246,"2022-11-27"
"Unknown Serogroup",2022,48,2,146,"2022-11-27"
"ACWY Serogroups",2022,48,1,61,"2022-11-27"
"Serogroup B",2022,48,0,27,"2022-11-27"
"Other Serogroup",2022,48,0,12,"2022-11-27"
"All Serogroups (total)",2022,49,3,251,"2022-12-04"
"Unknown Serogroup",2022,49,2,149,"2022-12-04"
"ACWY Serogroups",2022,49,0,61,"2022-12-04"
"Serogroup B",2022,49,1,28,"2022-12-04"
"Other Serogroup",2022,49,0,13,"2022-12-04"
"All Serogroups (total)",2022,50,6,259,"2022-12-11"
"Unknown Serogroup",2022,50,3,155,"2022-12-11"
"ACWY Serogroups",2022,50,2,61,"2022-12-11"
"Serogroup B",2022,50,1,28,"2022-12-11"
"Other Serogroup",2022,50,0,15,"2022-12-11"
"All Serogroups (total)",2022,51,3,264,"2022-12-18"
"Unknown Serogroup",2022,51,3,151,"2022-12-18"
"ACWY Serogroups",2022,51,0,67,"2022-12-18"
"Serogroup B",2022,51,0,29,"2022-12-18"
"Other Serogroup",2022,51,0,17,"2022-12-18"
"All Serogroups (total)",2022,52,1,282,"2022-12-25"
"Unknown Serogroup",2022,52,1,159,"2022-12-25"
"ACWY Serogroups",2022,52,0,73,"2022-12-25"
"Serogroup B",2022,52,0,31,"2022-12-25"
"Other Serogroup",2022,52,0,19,"2022-12-25"
"All Serogroups (total)",2023,1,4,4,"2023-01-01"
"Unknown Serogroup",2023,1,4,4,"2023-01-01"
"ACWY Serogroups",2023,1,0,0,"2023-01-01"
"Serogroup B",2023,1,0,3,"2023-01-01"
"Other Serogroup",2023,1,0,3,"2023-01-01"
"All Serogroups (total)",2023,2,4,9,"2023-01-08"
"Unknown Serogroup",2023,2,3,8,"2023-01-08"
"ACWY Serogroups",2023,2,0,0,"2023-01-08"
"Serogroup B",2023,2,0,0,"2023-01-08"
"Other Serogroup",2023,2,0,3,"2023-01-08"
"All Serogroups (total)",2023,3,3,13,"2023-01-15"
"Unknown Serogroup",2023,3,3,12,"2023-01-15"
"ACWY Serogroups",2023,3,0,0,"2023-01-15"
"Serogroup B",2023,3,0,0,"2023-01-15"
"Other Serogroup",2023,3,0,1,"2023-01-15"
"All Serogroups (total)",2023,4,3,20,"2023-01-22"
"Unknown Serogroup",2023,4,2,15,"2023-01-22"
"ACWY Serogroups",2023,4,1,3,"2023-01-22"
"Serogroup B",2023,4,0,1,"2023-01-22"
"Other Serogroup",2023,4,0,1,"2023-01-22"
"All Serogroups (total)",2023,5,6,28,"2023-01-29"
"Unknown Serogroup",2023,5,6,21,"2023-01-29"
"ACWY Serogroups",2023,5,0,6,"2023-01-29"
"Serogroup B",2023,5,0,1,"2023-01-29"
"Other Serogroup",2023,5,0,0,"2023-01-29"
"All Serogroups (total)",2023,6,3,32,"2023-02-05"
"Unknown Serogroup",2023,6,3,23,"2023-02-05"
"ACWY Serogroups",2023,6,0,6,"2023-02-05"
"Serogroup B",2023,6,0,2,"2023-02-05"
"Other Serogroup",2023,6,0,1,"2023-02-05"
"All Serogroups (total)",2023,7,3,36,"2023-02-12"
"Unknown Serogroup",2023,7,3,24,"2023-02-12"
"ACWY Serogroups",2023,7,0,8,"2023-02-12"
"Serogroup B",2023,7,0,3,"2023-02-12"
"Other Serogroup",2023,7,0,1,"2023-02-12"
"All Serogroups (total)",2023,8,8,51,"2023-02-19"
"Unknown Serogroup",2023,8,8,34,"2023-02-19"
"ACWY Serogroups",2023,8,0,12,"2023-02-19"
"Serogroup B",2023,8,0,3,"2023-02-19"
"Other Serogroup",2023,8,0,2,"2023-02-19"
"All Serogroups (total)",2023,9,8,61,"2023-02-26"
"Unknown Serogroup",2023,9,8,43,"2023-02-26"
"ACWY Serogroups",2023,9,0,14,"2023-02-26"
"Serogroup B",2023,9,0,3,"2023-02-26"
"Other Serogroup",2023,9,0,1,"2023-02-26"
"All Serogroups (total)",2023,10,2,70,"2023-03-05"
"Unknown Serogroup",2023,10,2,46,"2023-03-05"
"ACWY Serogroups",2023,10,0,17,"2023-03-05"
"Serogroup B",2023,10,0,3,"2023-03-05"
"Other Serogroup",2023,10,0,4,"2023-03-05"
"All Serogroups (total)",2023,11,2,73,"2023-03-12"
"Unknown Serogroup",2023,11,2,46,"2023-03-12"
"ACWY Serogroups",2023,11,0,20,"2023-03-12"
"Serogroup B",2023,11,0,3,"2023-03-12"
"Other Serogroup",2023,11,0,4,"2023-03-12"
"All Serogroups (total)",2023,12,5,81,"2023-03-19"
"Unknown Serogroup",2023,12,5,53,"2023-03-19"
"ACWY Serogroups",2023,12,0,21,"2023-03-19"
"Serogroup B",2023,12,0,3,"2023-03-19"
"Other Serogroup",2023,12,0,4,"2023-03-19"
"All Serogroups (total)",2023,13,3,88,"2023-03-26"
"Unknown Serogroup",2023,13,3,52,"2023-03-26"
"ACWY Serogroups",2023,13,0,24,"2023-03-26"
"Serogroup B",2023,13,0,5,"2023-03-26"
"Other Serogroup",2023,13,0,7,"2023-03-26"
"All Serogroups (total)",2023,14,3,93,"2023-04-02"
"Unknown Serogroup",2023,14,2,53,"2023-04-02"
"ACWY Serogroups",2023,14,1,28,"2023-04-02"
"Serogroup B",2023,14,0,5,"2023-04-02"
"Other Serogroup",2023,14,0,7,"2023-04-02"
"All Serogroups (total)",2023,15,4,98,"2023-04-09"
"Unknown Serogroup",2023,15,3,56,"2023-04-09"
"ACWY Serogroups",2023,15,1,30,"2023-04-09"
"Serogroup B",2023,15,0,5,"2023-04-09"
"Other Serogroup",2023,15,0,7,"2023-04-09"
"All Serogroups (total)",2023,16,3,106,"2023-04-16"
"Unknown Serogroup",2023,16,3,59,"2023-04-16"
"ACWY Serogroups",2023,16,0,33,"2023-04-16"
"Serogroup B",2023,16,0,6,"2023-04-16"
"Other Serogroup",2023,16,0,8,"2023-04-16"
"All Serogroups (total)",2023,17,4,111,"2023-04-23"
"Unknown Serogroup",2023,17,3,62,"2023-04-23"
"ACWY Serogroups",2023,17,1,35,"2023-04-23"
"Serogroup B",2023,17,0,6,"2023-04-23"
"Other Serogroup",2023,17,0,8,"2023-04-23"
"All Serogroups (total)",2023,18,4,119,"2023-04-30"
"Unknown Serogroup",2023,18,3,65,"2023-04-30"
"ACWY Serogroups",2023,18,0,39,"2023-04-30"
"Serogroup B",2023,18,0,6,"2023-04-30"
"Other Serogroup",2023,18,1,9,"2023-04-30"
"All Serogroups (total)",2023,19,9,131,"2023-05-07"
"Unknown Serogroup",2023,19,6,72,"2023-05-07"
"ACWY Serogroups",2023,19,0,40,"2023-05-07"
"Serogroup B",2023,19,0,7,"2023-05-07"
"Other Serogroup",2023,19,3,12,"2023-05-07"
"All Serogroups (total)",2023,20,4,138,"2023-05-14"
"Unknown Serogroup",2023,20,1,71,"2023-05-14"
"ACWY Serogroups",2023,20,1,48,"2023-05-14"
"Serogroup B",2023,20,1,9,"2023-05-14"
"Other Serogroup",2023,20,1,10,"2023-05-14"
"All Serogroups (total)",2023,21,5,144,"2023-05-21"
"Unknown Serogroup",2023,21,5,75,"2023-05-21"
"ACWY Serogroups",2023,21,0,51,"2023-05-21"
"Serogroup B",2023,21,0,9,"2023-05-21"
"Other Serogroup",2023,21,0,9,"2023-05-21"
"All Serogroups (total)",2023,22,9,154,"2023-05-28"
"Unknown Serogroup",2023,22,8,76,"2023-05-28"
"ACWY Serogroups",2023,22,0,53,"2023-05-28"
"Serogroup B",2023,22,0,10,"2023-05-28"
"Other Serogroup",2023,22,1,15,"2023-05-28"
"All Serogroups (total)",2023,23,5,160,"2023-06-04"
"Unknown Serogroup",2023,23,5,80,"2023-06-04"
"ACWY Serogroups",2023,23,0,55,"2023-06-04"
"Serogroup B",2023,23,0,11,"2023-06-04"
"Other Serogroup",2023,23,0,14,"2023-06-04"
"All Serogroups (total)",2023,24,0,163,"2023-06-11"
"Unknown Serogroup",2023,24,0,77,"2023-06-11"
"ACWY Serogroups",2023,24,0,60,"2023-06-11"
"Serogroup B",2023,24,0,11,"2023-06-11"
"Other Serogroup",2023,24,0,15,"2023-06-11"
"All Serogroups (total)",2023,25,4,171,"2023-06-18"
"Unknown Serogroup",2023,25,3,81,"2023-06-18"
"ACWY Serogroups",2023,25,1,64,"2023-06-18"
"Serogroup B",2023,25,0,11,"2023-06-18"
"Other Serogroup",2023,25,0,15,"2023-06-18"
"All Serogroups (total)",2023,26,5,179,"2023-06-25"
"Unknown Serogroup",2023,26,5,88,"2023-06-25"
"ACWY Serogroups",2023,26,0,65,"2023-06-25"
"Serogroup B",2023,26,0,12,"2023-06-25"
"Other Serogroup",2023,26,0,14,"2023-06-25"
"All Serogroups (total)",2023,27,3,186,"2023-07-02"
"Unknown Serogroup",2023,27,3,90,"2023-07-02"
"ACWY Serogroups",2023,27,0,67,"2023-07-02"
"Serogroup B",2023,27,0,13,"2023-07-02"
"Other Serogroup",2023,27,0,16,"2023-07-02"
"All Serogroups (total)",2023,28,5,204,"2023-07-09"
"Unknown Serogroup",2023,28,3,101,"2023-07-09"
"ACWY Serogroups",2023,28,1,71,"2023-07-09"
"Serogroup B",2023,28,0,15,"2023-07-09"
"Other Serogroup",2023,28,1,17,"2023-07-09"
"All Serogroups (total)",2023,29,4,215,"2023-07-16"
"Unknown Serogroup",2023,29,3,104,"2023-07-16"
"ACWY Serogroups",2023,29,1,80,"2023-07-16"
"Serogroup B",2023,29,0,15,"2023-07-16"
"Other Serogroup",2023,29,0,16,"2023-07-16"
"All Serogroups (total)",2023,30,2,218,"2023-07-23"
"Unknown Serogroup",2023,30,2,106,"2023-07-23"
"ACWY Serogroups",2023,30,0,80,"2023-07-23"
"Serogroup B",2023,30,0,16,"2023-07-23"
"Other Serogroup",2023,30,0,16,"2023-07-23"
"All Serogroups (total)",2023,31,7,228,"2023-07-30"
"Unknown Serogroup",2023,31,5,107,"2023-07-30"
"ACWY Serogroups",2023,31,1,86,"2023-07-30"
"Serogroup B",2023,31,0,16,"2023-07-30"
"Other Serogroup",2023,31,1,19,"2023-07-30"
"All Serogroups (total)",2023,32,1,231,"2023-08-06"
"Unknown Serogroup",2023,32,1,108,"2023-08-06"
"ACWY Serogroups",2023,32,0,88,"2023-08-06"
"Serogroup B",2023,32,0,17,"2023-08-06"
"Other Serogroup",2023,32,0,18,"2023-08-06"
"All Serogroups (total)",2023,33,2,239,"2023-08-13"
"Unknown Serogroup",2023,33,2,111,"2023-08-13"
"ACWY Serogroups",2023,33,0,91,"2023-08-13"
"Serogroup B",2023,33,0,20,"2023-08-13"
"Other Serogroup",2023,33,0,17,"2023-08-13"
"All Serogroups (total)",2023,34,4,244,"2023-08-20"
"Unknown Serogroup",2023,34,4,115,"2023-08-20"
"ACWY Serogroups",2023,34,0,92,"2023-08-20"
"Serogroup B",2023,34,0,20,"2023-08-20"
"Other Serogroup",2023,34,0,17,"2023-08-20"
"All Serogroups (total)",2023,35,5,253,"2023-08-27"
"Unknown Serogroup",2023,35,4,113,"2023-08-27"
"ACWY Serogroups",2023,35,0,99,"2023-08-27"
"Serogroup B",2023,35,0,21,"2023-08-27"
"Other Serogroup",2023,35,1,20,"2023-08-27"
"All Serogroups (total)",2023,36,1,255,"2023-09-03"
"Unknown Serogroup",2023,36,1,115,"2023-09-03"
"ACWY Serogroups",2023,36,0,99,"2023-09-03"
"Serogroup B",2023,36,0,21,"2023-09-03"
"Other Serogroup",2023,36,0,20,"2023-09-03"
"All Serogroups (total)",2023,37,3,261,"2023-09-10"
"Unknown Serogroup",2023,37,2,118,"2023-09-10"
"ACWY Serogroups",2023,37,0,101,"2023-09-10"
"Serogroup B",2023,37,0,21,"2023-09-10"
"Other Serogroup",2023,37,1,21,"2023-09-10"
"All Serogroups (total)",2023,38,3,268,"2023-09-17"
"Unknown Serogroup",2023,38,3,123,"2023-09-17"
"ACWY Serogroups",2023,38,0,104,"2023-09-17"
"Serogroup B",2023,38,0,21,"2023-09-17"
"Other Serogroup",2023,38,0,20,"2023-09-17"
