"epiweek","epiyear","Meningococcal disease, All serogroups cummulative current year","Meningococcal disease, Serogroups ACWY cummulative current year","Meningococcal disease, Serogroup B cummulative for current year","Meningococcal disease, Other serogroups cummulative current year","Meningococcal disease, Unknown serogroup cummulative current year","Meningococcal disease, All serogroups incidence current week","Meningococcal disease, Unknown serogroup incidence current week","Meningococcal disease, Serogroups ACWY incidence current week","Meningococcal disease, Serogroup B incidence current week","Meningococcal disease, Other serogroups incidence current week","date"
6,2019,23,10,1,1,11,0,0,0,0,0,"2019-02-03"
7,2019,31,13,2,0,16,4,3,1,0,0,"2019-02-10"
8,2019,46,20,3,1,22,3,2,0,1,0,"2019-02-17"
9,2019,53,21,4,1,27,1,1,0,0,0,"2019-02-24"
10,2019,64,26,4,1,33,2,2,0,0,0,"2019-03-03"
11,2019,76,28,4,1,43,8,6,2,0,0,"2019-03-10"
12,2019,88,31,6,1,50,6,6,0,0,0,"2019-03-17"
13,2019,94,36,8,1,49,2,2,0,0,0,"2019-03-24"
14,2019,106,39,9,3,55,1,1,0,0,0,"2019-03-31"
15,2019,115,40,10,3,62,4,3,0,1,0,"2019-04-07"
16,2019,122,40,11,4,67,2,2,0,0,0,"2019-04-14"
17,2019,127,42,11,5,69,3,2,1,0,0,"2019-04-21"
18,2019,138,43,11,6,78,2,1,0,0,1,"2019-04-28"
19,2019,140,45,11,6,78,1,1,0,0,0,"2019-05-05"
20,2019,145,47,11,6,81,4,4,0,0,0,"2019-05-12"
21,2019,151,50,12,7,82,1,1,0,0,0,"2019-05-19"
22,2019,160,54,12,7,87,3,3,0,0,0,"2019-05-26"
23,2019,168,57,12,8,91,4,4,0,0,0,"2019-06-02"
24,2019,173,60,13,8,92,2,1,1,0,0,"2019-06-09"
25,2019,183,61,15,9,98,3,3,0,0,0,"2019-06-16"
26,2019,191,62,15,11,103,1,0,1,0,0,"2019-06-23"
27,2019,194,64,15,11,104,2,2,0,0,0,"2019-06-30"
28,2019,201,69,16,11,105,2,2,0,0,0,"2019-07-07"
29,2019,209,79,17,12,101,2,1,1,0,0,"2019-07-14"
30,2019,215,80,18,12,105,3,3,0,0,0,"2019-07-21"
31,2019,220,81,19,14,106,2,1,0,0,1,"2019-07-28"
32,2019,223,84,19,14,106,1,1,0,0,0,"2019-08-04"
33,2019,226,85,20,14,107,2,2,0,0,0,"2019-08-11"
34,2019,233,87,20,14,112,3,3,0,0,0,"2019-08-18"
35,2019,237,88,21,15,113,3,2,0,0,1,"2019-08-25"
36,2019,242,90,21,16,115,1,0,0,0,1,"2019-09-01"
37,2019,246,91,21,16,118,3,3,0,0,0,"2019-09-08"
38,2019,253,93,22,17,121,2,2,0,0,0,"2019-09-15"
39,2019,258,93,24,18,123,1,0,0,1,0,"2019-09-22"
40,2019,267,95,26,18,128,3,3,0,0,0,"2019-09-29"
41,2019,273,96,28,18,131,0,0,0,0,0,"2019-10-06"
42,2019,278,96,29,18,135,3,3,0,0,0,"2019-10-13"
43,2019,279,96,29,18,136,1,1,0,0,0,"2019-10-20"
44,2019,292,100,29,20,143,3,3,0,0,0,"2019-10-27"
45,2019,298,100,29,20,149,4,4,0,0,0,"2019-11-03"
46,2019,307,104,36,21,146,2,2,0,0,0,"2019-11-10"
47,2019,314,108,36,22,148,3,3,0,0,0,"2019-11-17"
48,2019,319,109,36,23,151,3,2,1,0,0,"2019-11-24"
49,2019,326,109,37,24,156,4,4,0,0,0,"2019-12-01"
50,2019,330,105,39,24,162,1,1,0,0,0,"2019-12-08"
51,2019,337,106,41,24,166,4,4,0,0,0,"2019-12-15"
52,2019,343,109,41,24,169,1,1,0,0,0,"2019-12-22"
1,2020,3,0,0,0,3,3,3,0,0,0,"2019-12-29"
2,2020,8,1,0,1,6,3,2,0,0,1,"2020-01-05"
3,2020,14,2,1,2,9,4,2,0,1,1,"2020-01-12"
4,2020,22,3,3,2,14,4,4,0,0,0,"2020-01-19"
5,2020,30,6,3,2,19,2,1,1,0,0,"2020-01-26"
6,2020,35,7,3,2,23,2,1,1,0,0,"2020-02-02"
7,2020,39,10,3,4,22,1,1,0,0,0,"2020-02-09"
8,2020,56,17,4,4,31,9,9,0,0,0,"2020-02-16"
9,2020,64,21,6,5,32,1,1,0,0,0,"2020-02-23"
10,2020,74,21,6,6,41,4,4,0,0,0,"2020-03-01"
11,2020,80,22,6,6,46,4,4,0,0,0,"2020-03-08"
12,2020,82,22,6,6,48,1,1,0,0,0,"2020-03-15"
13,2020,91,26,8,7,50,2,2,0,0,0,"2020-03-22"
14,2020,97,27,9,7,54,2,2,0,0,0,"2020-03-29"
15,2020,101,27,9,7,58,3,3,0,0,0,"2020-04-05"
16,2020,107,29,9,7,62,0,0,0,0,0,"2020-04-12"
17,2020,108,27,8,7,66,1,1,0,0,0,"2020-04-19"
18,2020,110,27,10,8,65,0,0,0,0,0,"2020-04-26"
19,2020,110,27,9,8,66,2,2,0,0,0,"2020-05-03"
20,2020,121,27,9,8,77,5,5,0,0,0,"2020-05-10"
21,2020,123,27,9,8,79,2,2,0,0,0,"2020-05-17"
22,2020,126,27,9,8,82,2,2,0,0,0,"2020-05-24"
23,2020,128,27,11,8,82,0,0,0,0,0,"2020-05-31"
24,2020,133,28,12,8,85,0,0,0,0,0,"2020-06-07"
25,2020,136,31,12,8,85,1,1,0,0,0,"2020-06-14"
26,2020,138,31,12,8,87,1,1,0,0,0,"2020-06-21"
27,2020,140,33,12,8,87,0,0,0,0,0,"2020-06-28"
28,2020,145,36,13,9,87,1,1,0,0,0,"2020-07-05"
29,2020,133,37,13,9,74,3,3,0,0,0,"2020-07-12"
30,2020,152,39,13,10,90,2,2,0,0,0,"2020-07-19"
31,2020,154,41,13,10,90,2,2,0,0,0,"2020-07-26"
32,2020,146,40,14,9,83,1,1,0,0,0,"2020-08-02"
33,2020,158,44,14,10,90,0,0,0,0,0,"2020-08-09"
34,2020,158,44,14,10,90,0,0,0,0,0,"2020-08-16"
35,2020,155,46,12,11,86,0,0,0,0,0,"2020-08-23"
36,2020,158,46,12,11,89,0,0,0,0,0,"2020-08-30"
37,2020,162,46,12,11,93,0,0,0,0,0,"2020-09-06"
38,2020,163,47,12,11,93,0,0,0,0,0,"2020-09-13"
39,2020,164,48,13,11,92,0,0,0,0,0,"2020-09-20"
40,2020,170,49,13,11,97,1,1,0,0,0,"2020-09-27"
41,2020,174,40,12,11,111,1,1,0,0,0,"2020-10-04"
42,2020,177,41,12,11,113,1,1,0,0,0,"2020-10-11"
43,2020,181,42,14,11,114,1,1,0,0,0,"2020-10-18"
44,2020,189,44,15,12,118,2,1,1,0,0,"2020-10-25"
45,2020,189,44,15,12,118,0,0,0,0,0,"2020-11-01"
46,2020,191,44,15,12,120,0,0,0,0,0,"2020-11-08"
47,2020,192,44,15,12,121,1,1,0,0,0,"2020-11-15"
48,2020,193,44,15,12,122,0,0,0,0,0,"2020-11-22"
49,2020,196,44,15,12,125,1,1,0,0,0,"2020-11-29"
50,2020,198,46,15,12,125,1,1,0,0,0,"2020-12-06"
51,2020,199,46,15,12,126,0,0,0,0,0,"2020-12-13"
52,2020,200,46,15,12,127,0,0,0,0,0,"2020-12-20"
53,2020,203,46,15,12,130,0,0,0,0,0,"2020-12-27"
1,2021,0,0,0,0,0,0,0,0,0,0,"2021-01-03"
2,2021,0,0,0,0,0,0,0,0,0,0,"2021-01-10"
3,2021,0,0,0,0,0,0,0,0,0,0,"2021-01-17"
4,2021,7,1,0,0,6,6,5,1,0,0,"2021-01-24"
5,2021,8,1,0,1,6,2,2,0,0,0,"2021-01-31"
6,2021,13,2,2,1,8,1,1,0,0,0,"2021-02-07"
7,2021,14,2,2,1,9,0,0,0,0,0,"2021-02-14"
8,2021,17,2,2,1,12,2,2,0,0,0,"2021-02-21"
9,2021,20,2,3,1,14,2,2,0,0,0,"2021-02-28"
10,2021,23,2,4,2,15,1,1,0,0,0,"2021-03-07"
11,2021,28,5,4,2,17,1,1,0,0,0,"2021-03-14"
12,2021,32,6,4,2,20,2,2,0,0,0,"2021-03-21"
13,2021,34,6,4,3,21,1,1,0,0,0,"2021-03-28"
14,2021,35,7,4,3,21,0,0,0,0,0,"2021-04-04"
15,2021,37,8,4,3,22,1,1,0,0,0,"2021-04-11"
16,2021,39,10,4,3,22,1,0,1,0,0,"2021-04-18"
17,2021,44,10,4,3,27,3,3,0,0,0,"2021-04-25"
18,2021,45,10,4,3,28,1,1,0,0,0,"2021-05-02"
19,2021,46,12,4,3,27,1,1,0,0,0,"2021-05-09"
20,2021,50,12,5,3,30,2,2,0,0,0,"2021-05-16"
21,2021,54,13,7,3,31,1,1,0,0,0,"2021-05-23"
22,2021,59,13,7,3,36,2,2,0,0,0,"2021-05-30"
23,2021,61,13,7,3,38,0,0,0,0,0,"2021-06-06"
24,2021,61,13,7,3,38,0,0,0,0,0,"2021-06-13"
25,2021,67,16,7,4,40,2,2,0,0,0,"2021-06-20"
26,2021,75,15,7,4,49,5,5,0,0,0,"2021-06-27"
27,2021,78,15,8,4,51,1,1,0,0,0,"2021-07-04"
28,2021,82,15,8,4,55,1,1,0,0,0,"2021-07-11"
29,2021,86,15,8,4,59,2,2,0,0,0,"2021-07-18"
30,2021,85,15,8,4,58,0,0,0,0,0,"2021-07-25"
31,2021,89,16,8,4,61,1,0,1,0,0,"2021-08-01"
32,2021,94,17,10,4,63,2,1,0,1,0,"2021-08-08"
33,2021,95,18,10,4,63,0,0,0,0,0,"2021-08-15"
34,2021,96,18,10,4,64,0,0,0,0,0,"2021-08-22"
35,2021,100,19,10,4,67,1,1,0,0,0,"2021-08-29"
36,2021,106,22,10,4,70,5,5,0,0,0,"2021-09-05"
37,2021,114,26,10,5,73,2,1,1,0,0,"2021-09-12"
38,2021,120,26,11,5,78,3,3,0,0,0,"2021-09-19"
39,2021,117,23,10,6,78,2,1,1,0,0,"2021-09-26"
40,2021,125,29,11,7,78,0,0,0,0,0,"2021-10-03"
41,2021,130,30,11,7,82,4,3,1,0,0,"2021-10-10"
42,2021,133,31,12,7,83,3,1,1,1,0,"2021-10-17"
43,2021,136,31,12,7,86,1,1,0,0,0,"2021-10-24"
44,2021,138,31,12,7,88,2,2,0,0,0,"2021-10-31"
45,2021,133,26,11,7,89,1,1,0,0,0,"2021-11-07"
46,2021,136,26,11,7,92,3,3,0,0,0,"2021-11-14"
47,2021,144,32,12,7,93,1,1,0,0,0,"2021-11-21"
48,2021,147,32,13,7,95,2,2,0,0,0,"2021-11-28"
49,2021,150,32,13,7,98,1,1,0,0,0,"2021-12-05"
50,2021,158,32,13,7,106,2,2,0,0,0,"2021-12-12"
51,2021,160,32,13,7,108,2,2,0,0,0,"2021-12-19"
52,2021,171,35,15,7,114,1,1,0,0,0,"2021-12-26"
1,2022,1,0,0,0,1,1,1,0,0,0,"2022-01-02"
2,2022,10,0,1,0,9,5,5,0,0,0,"2022-01-09"
3,2022,15,0,1,0,14,4,4,0,0,0,"2022-01-16"
4,2022,17,0,1,1,15,1,1,0,0,0,"2022-01-23"
5,2022,22,0,1,1,20,4,4,0,0,0,"2022-01-30"
6,2022,25,1,1,1,22,3,3,0,0,0,"2022-02-06"
7,2022,31,3,3,1,24,3,3,0,0,0,"2022-02-13"
8,2022,37,6,3,1,27,3,3,0,0,0,"2022-02-20"
9,2022,46,7,5,1,33,7,6,1,0,0,"2022-02-27"
10,2022,50,8,5,1,36,3,3,0,0,0,"2022-03-06"
11,2022,52,8,6,1,37,1,1,0,0,0,"2022-03-13"
12,2022,55,9,7,1,38,2,1,0,1,0,"2022-03-20"
13,2022,60,9,8,1,42,4,4,0,0,0,"2022-03-27"
14,2022,63,10,8,1,44,3,2,1,0,0,"2022-04-03"
15,2022,68,11,8,1,48,5,4,1,0,0,"2022-04-10"
16,2022,74,12,8,1,53,4,4,0,0,0,"2022-04-17"
17,2022,76,12,9,1,54,2,2,0,0,0,"2022-04-24"
18,2022,79,14,9,1,55,1,1,0,0,0,"2022-05-01"
19,2022,85,14,9,1,61,4,4,0,0,0,"2022-05-08"
20,2022,94,17,10,1,66,3,3,0,0,0,"2022-05-15"
21,2022,96,17,10,1,68,0,0,0,0,0,"2022-05-22"
22,2022,109,19,13,3,74,4,4,0,0,0,"2022-05-29"
23,2022,116,20,13,4,79,4,4,0,0,0,"2022-06-05"
24,2022,121,20,13,4,84,5,5,0,0,0,"2022-06-12"
25,2022,125,20,13,4,88,4,4,0,0,0,"2022-06-19"
26,2022,136,28,14,4,90,2,2,0,0,0,"2022-06-26"
27,2022,140,28,14,4,94,4,4,0,0,0,"2022-07-03"
28,2022,142,29,14,4,95,2,2,0,0,0,"2022-07-10"
29,2022,142,29,14,5,94,0,0,0,0,0,"2022-07-17"
30,2022,144,30,14,5,95,1,1,0,0,0,"2022-07-24"
31,2022,153,31,14,6,102,6,5,1,0,0,"2022-07-31"
32,2022,157,32,14,6,105,4,3,1,0,0,"2022-08-07"
33,2022,162,34,14,8,106,2,1,1,0,0,"2022-08-14"
34,2022,163,35,19,8,101,1,0,0,1,0,"2022-08-21"
35,2022,166,36,20,9,101,3,2,0,0,1,"2022-08-28"
36,2022,167,38,20,8,101,1,1,0,0,0,"2022-09-04"
37,2022,173,38,21,8,106,5,4,0,1,0,"2022-09-11"
38,2022,182,39,21,10,112,5,4,0,0,1,"2022-09-18"
39,2022,191,43,22,10,116,2,2,0,0,0,"2022-09-25"
40,2022,198,43,23,10,122,7,7,0,0,0,"2022-10-02"
41,2022,204,46,23,10,125,2,1,1,0,0,"2022-10-09"
42,2022,210,50,23,11,126,5,4,0,0,1,"2022-10-16"
43,2022,215,55,24,11,125,2,2,0,0,0,"2022-10-23"
44,2022,222,56,24,12,130,5,5,0,0,0,"2022-10-30"
45,2022,225,55,21,12,137,2,2,0,0,0,"2022-11-06"
46,2022,233,59,26,13,135,7,6,1,0,0,"2022-11-13"
47,2022,233,57,26,12,138,4,4,0,0,0,"2022-11-20"
48,2022,246,61,27,12,146,3,2,1,0,0,"2022-11-27"
49,2022,251,61,28,13,149,3,2,0,1,0,"2022-12-04"
50,2022,259,61,28,15,155,6,3,2,1,0,"2022-12-11"
51,2022,264,67,29,17,151,3,3,0,0,0,"2022-12-18"
52,2022,282,73,31,19,159,1,1,0,0,0,"2022-12-25"
1,2023,4,0,3,3,4,4,4,0,0,0,"2023-01-01"
2,2023,9,0,0,3,8,4,3,0,0,0,"2023-01-08"
3,2023,13,0,0,1,12,3,3,0,0,0,"2023-01-15"
4,2023,20,3,1,1,15,3,2,1,0,0,"2023-01-22"
5,2023,28,6,1,0,21,6,6,0,0,0,"2023-01-29"
6,2023,32,6,2,1,23,3,3,0,0,0,"2023-02-05"
7,2023,36,8,3,1,24,3,3,0,0,0,"2023-02-12"
8,2023,51,12,3,2,34,8,8,0,0,0,"2023-02-19"
9,2023,61,14,3,1,43,8,8,0,0,0,"2023-02-26"
10,2023,70,17,3,4,46,2,2,0,0,0,"2023-03-05"
11,2023,73,20,3,4,46,2,2,0,0,0,"2023-03-12"
12,2023,81,21,3,4,53,5,5,0,0,0,"2023-03-19"
13,2023,88,24,5,7,52,3,3,0,0,0,"2023-03-26"
14,2023,93,28,5,7,53,3,2,1,0,0,"2023-04-02"
15,2023,98,30,5,7,56,4,3,1,0,0,"2023-04-09"
16,2023,106,33,6,8,59,3,3,0,0,0,"2023-04-16"
17,2023,111,35,6,8,62,4,3,1,0,0,"2023-04-23"
18,2023,119,39,6,9,65,4,3,0,0,1,"2023-04-30"
19,2023,131,40,7,12,72,9,6,0,0,3,"2023-05-07"
20,2023,138,48,9,10,71,4,1,1,1,1,"2023-05-14"
21,2023,144,51,9,9,75,5,5,0,0,0,"2023-05-21"
22,2023,154,53,10,15,76,9,8,0,0,1,"2023-05-28"
23,2023,160,55,11,14,80,5,5,0,0,0,"2023-06-04"
24,2023,163,60,11,15,77,0,0,0,0,0,"2023-06-11"
25,2023,171,64,11,15,81,4,3,1,0,0,"2023-06-18"
26,2023,179,65,12,14,88,5,5,0,0,0,"2023-06-25"
27,2023,186,67,13,16,90,3,3,0,0,0,"2023-07-02"
28,2023,204,71,15,17,101,5,3,1,0,1,"2023-07-09"
29,2023,215,80,15,16,104,4,3,1,0,0,"2023-07-16"
30,2023,218,80,16,16,106,2,2,0,0,0,"2023-07-23"
31,2023,228,86,16,19,107,7,5,1,0,1,"2023-07-30"
32,2023,231,88,17,18,108,1,1,0,0,0,"2023-08-06"
33,2023,239,91,20,17,111,2,2,0,0,0,"2023-08-13"
34,2023,244,92,20,17,115,4,4,0,0,0,"2023-08-20"
35,2023,253,99,21,20,113,5,4,0,0,1,"2023-08-27"
36,2023,255,99,21,20,115,1,1,0,0,0,"2023-09-03"
37,2023,261,101,21,21,118,3,2,0,0,1,"2023-09-10"
38,2023,268,104,21,20,123,3,3,0,0,0,"2023-09-17"
